row,status,reason,source,target,relationship_type,evidence
48,FAIL,target document not in closed corpus,29/2024/TT-NHNN,06/2017/TT-NHNN,SUA_DOI_BO_SUNG,"từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thôn"
49,FAIL,target document not in closed corpus,29/2024/TT-NHNN,03/2014/TT-NHNN,SUA_DOI_BO_SUNG," Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nh"
50,FAIL,target document not in closed corpus,29/2024/TT-NHNN,21/2019/TT-NHNN,SUA_DOI_BO_SUNG,"ệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; c) Điều 2, khoản 1 Điều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư s"
51,FAIL,target document not in closed corpus,29/2024/TT-NHNN,01/2023/TT-NHNN,SUA_DOI_BO_SUNG,"hà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư"
52,FAIL,target document not in closed corpus,29/2024/TT-NHNN,24/2023/TT,SUA_DOI_BO_SUNG,"nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc nộp. xuất trình, cung cấp thông tin, giấy tờ về dân cư khi thực hiện thủ tục hành chính trong lĩnh "
53,PASS,,43/2024/TT-NHNN,01/2014/TT-NHNN,SUA_DOI_BO_SUNG," VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 43/2024/TT-NHNN Hà Nội, ngày 09 tháng 8 năm 2024 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng Nhà nước Việt Nam hướng dẫn việc tổ chức thực hiện hoạt động quản lý dự trữ ngoại hối nhà nước ___________________ Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng "
54,FAIL,target document not in closed corpus,43/2024/TT-NHNN,50/2014/NĐ-CP,SUA_DOI_BO_SUNG,"háng 6 năm 2010; Căn cứ Pháp lệnh Ngoại hối ngày 13 tháng 12 năm 2005; Pháp lệnh sửa đổi, bổ sung một số điều của Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013; Căn cứ Nghị định số 50/2014/NĐ-CP ngày 20 tháng 5 năm 2014 của Chính phủ về quản lý dự trữ ngoại hối nhà nước; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân "
55,FAIL,target document not in closed corpus,43/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,"ủa Pháp lệnh Ngoại hối ngày 18 tháng 3 năm 2013; Căn cứ Nghị định số 50/2014/NĐ-CP ngày 20 tháng 5 năm 2014 của Chính phủ về quản lý dự trữ ngoại hối nhà nước; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị của Cục trưởng Cục Quản lý dự trữ ngoại hối nhà nước; Thống đốc Ngân hàng N"
56,FAIL,target document not in closed corpus,43/2024/TT-NHNN,12/2023/TT-NHNN,SUA_DOI_BO_SUNG," thông tin Refinitiv hoặc Bloomberg trước 10 giờ sáng của ngày giao dịch.” 7. Sửa đổi, bổ sung khoản 1 và khoản 5 Điều 14 (đã được sửa đổi, bổ sung bởi khoản 11 Điều 1 Thông tư số 12/2023/TT-NHNN ngày 12/10/2023 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các văn bản quy phạm pháp luật quy định về việc triển khai nhiệm vụ quản lý dự trữ ngoại hối nhà nước) như sau: a) Sửa đổi, bổ s"
57,FAIL,target document not in closed corpus,43/2024/TT-NHNN,12/2023/TT-NHNN,THAM_CHIEU,"c cung cấp: a) Kể từ khi Thống đốc quyết định về việc phân công nhiệm vụ hạch toán giữa Cục Quản lý dự trữ ngoại hối nhà nước và Sở Giao dịch theo quy định tại Điều 13 Thông tư số 12/2023/TT-NHNN: Hằng ngày: Số liệu về dự trữ ngoại hối nhà nước theo mẫu quy định tại Phụ lục số 01 ban hành kèm theo Thông tư này; Muộn nhất ngày 05 hằng tháng: Báo cáo tình hình mua, bán sử dụng dự trữ ngoại hối nhà nước của tháng t"
58,FAIL,target document not in closed corpus,43/2024/TT-NHNN,01/2020/TT-NHNN,SUA_DOI_BO_SUNG,"theo mẫu quy định tại Phụ lục số 10 ban hành kèm theo Thông tư này. 13. Sửa đổi, bổ sung điểm a và điểm c khoản 2 Điều 30 (đã được sửa đổi, bổ sung bởi khoản 13 Điều 1 Thông tư số 01/2020/TT-NHNN ngày 31/12/2020 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư 01/2014/TT-NHNN ngày 10 tháng 12 năm 2014 của Thống đốc Ngân hàng nhà nước hướng dẫn việc tổ chức thực hiện hoạt động q"
59,PASS,,43/2024/TT-NHNN,01/2014/TT-NHNN,THAY_THE_BOI," Cổng thông tin điện tử của Ngân hàng Nhà nước; b) Thực hiện các nhiệm vụ khác theo quy định tại Thông tư này.” Điều 2. Thay thế, bổ sung và bãi bỏ một số quy định của Thông tư số 01/2014/TT-NHNN 1. Thay thế Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, Phụ lục số 07 và Phụ lục số 08 (đã được thay thế bởi Thông tư số 12/2023/TT-NHNN) bằng Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, "
60,FAIL,target document not in closed corpus,43/2024/TT-NHNN,12/2023/TT-NHNN,THAY_THE_BOI,"ố quy định của Thông tư số 01/2014/TT-NHNN 1. Thay thế Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, Phụ lục số 07 và Phụ lục số 08 (đã được thay thế bởi Thông tư số 12/2023/TT-NHNN) bằng Phụ lục số 01, Phụ lục số 03, Phụ lục số 04, Phụ lục số 06, Phụ lục số 07 và Phụ lục số 08 tương ứng ban hành kèm theo Thông tư này. 2. Bổ sung Phụ lục số 09 và Phụ lục số 10. 3. Bãi bỏ điểm e khoản 1 Điều 3. Điều"
61,FAIL,target document not in closed corpus,43/2024/TT-NHNN,01/2020/TT-NHNN,THAY_THE_BOI," Điều khoản thi hành 1. Thông tư này có hiệu lực từ ngày 23/9/2024. 2. Thông tư này bãi bỏ khoản 3, khoản 4, khoản 5, khoản 9, khoản 16 Điều 1, khoản 3, khoản 4 Điều 2 Thông tư số 01/2020/TT-NHNN. 3. Thông tư này bãi bỏ điểm a khoản 2, điểm b khoản 3, khoản 4, khoản 5, khoản 6, khoản 8, khoản 12 và khoản 16, điểm b khoản 20 Điều 1 và Phụ lục số 09 Thông tư số 12/2023/TT-NHNN. Nơi nhận: - Như Điều 3; - Thủ tướng "
63,FAIL,target document not in closed corpus,57/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,"ủa tổ chức tín dụng phi ngân hàng Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều"
64,FAIL,target document not in closed corpus,57/2024/TT-NHNN,162/2024/NĐ-CP,THAM_CHIEU," Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thà"
65,FAIL,target document not in closed corpus,56/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,"c ngoài _________________________ Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện"
66,FAIL,target document not in closed corpus,62/2024/TT-NHNN,102/2022/NĐ-CP,THAM_CHIEU,"ăn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Luật Doanh nghiệp ngày 17 tháng 06 năm 2020; Căn cứ Luật Cạnh tranh ngày 12 tháng 6 năm 2018; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng; Thống đốc Ngân hàng Nhà nước Việt "
67,FAIL,target document not in closed corpus,62/2024/TT-NHNN,36/2015/TT-NHNN,SUA_DOI_BO_SUNG,"II ĐIỀU KHOẢN THI HÀNH Điều 29. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 17 tháng 2 năm 2025. 2. Kể từ ngày Thông tư này có hiệu lực thi hành, Thông tư số 36/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định việc tổ chức lại tổ chức tín dụng hết hiệu lực thi hành. 3. Kể từ ngày Ngân hàng Nhà nước sửa đổi, bổ sung Giấy phép thành lập và hoạt động củ"
68,FAIL,target document not in closed corpus,63/2025/TT-NHNN,26/2025/NĐ-CP,SUA_DOI_BO_SUNG,"t Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Luật Hợp tác xã số 17/2023/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng; Thống đốc Ngân hàng Nhà nước Việt Nam ban h"
69,PASS,,63/2025/TT-NHNN,29/2024/TT-NHNN,SUA_DOI_BO_SUNG," đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân. Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 29/2024/TT-NHNN QUY ĐỊNH VỀ QUỸ TÍN DỤNG NHÂN DÂN Điều 1. Sửa đổi, bổ sung điểm d khoản 2 Điều 25 “d) Định kỳ hằng quý, nộp lại sổ tiết kiệm trắng không sử dụng được cho ngân hàng hợp tác xã và mở sổ theo dõi;”. Điều 2. Sửa đổi, bổ sun"
70,PASS,,63/2025/TT-NHNN,01/2025/TT-NHNN,SUA_DOI_BO_SUNG," xã liền kề đã được Ngân hàng Nhà nước chi nhánh phê duyệt tiếp tục thực hiện việc xử lý theo phương án đã được phê duyệt.”. Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 01/2025/TT-NHNN QUY ĐỊNH VỀ CẤP GIẤY PHÉP LẦN ĐẦU, CẤP ĐỔI GIẤY PHÉP CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 3. Sửa đổi, bổ sung Điều 5 1. Sửa đổi tên Điều 5 như sau: “ Điều 5. Nguyên tắc lập, gửi, tiếp nhận hồ sơ và trả kết quả ” . 2. Sửa đổi,"
71,FAIL,target document not in closed corpus,63/2025/TT-NHNN,10/2025/TT-NHNN,SUA_DOI_BO_SUNG," có)” tại phần “Tên quỹ tín dụng nhân dân” tại Phụ lục số 01, 02, 03, 07, 08 ban hành kèm theo Thông tư số 01/2025/TT-NHNN. Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 10/2025/TT-NHNN QUY ĐỊNH VỀ TỔ CHỨC LẠI, THU HỒI GIẤY PHÉP VÀ THANH LÝ TÀI SẢN CỦA QUỸ TÍN DỤNG NHÂN DÂN Điều 8. Bổ sung khoản 4 vào Điều 7 “4. Số lượng phòng giao dịch của quỹ tín dụng nhân dân sau khi tổ chức lại thực hiện theo quy đ"
72,FAIL,target document not in closed corpus,63/2025/TT-NHNN,08/2025/TT-NHNN,SUA_DOI_BO_SUNG,"ỀU KHOẢN THI HÀNH Điều 15. Điều khoản thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 16 tháng 02 năm 2026. 2. Thông tư này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và "
73,FAIL,target document not in closed corpus,63/2025/TT-NHNN,43/2015/TT-NHNN,SUA_DOI_BO_SUNG," này bãi bỏ quy định tại khoản 1 Điều 2 Thông tư số 08/2025/TT-NHNN ngày 06 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của Thông tư số 43/2015/TT-NHNN ngày 31 tháng 12 năm 2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN n"
74,PASS,,63/2025/TT-NHNN,29/2024/TT-NHNN,THAM_CHIEU,"015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về tổ chức và hoạt động của phòng giao dịch bưu điện trực thuộc Ngân hàng thương mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lướ"
75,FAIL,target document not in closed corpus,63/2025/TT-NHNN,32/2024/TT-NHNN,THAM_CHIEU,"ơng mại cổ phần Bưu điện Liên Việt, Thông tư số 29/2024/TT-NHNN ngày 28 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân và Thông tư số 32/2024/TT-NHNN ngày 30 tháng 6 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về mạng lưới hoạt động của ngân hàng thương mại. Điều 16. Trách nhiệm tổ chức thực hiện Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam"
76,FAIL,target document not in closed corpus,69/2025/TT-NHNN,26/2025/NĐ-CP,SUA_DOI_BO_SUNG,"chính Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng; Thống đốc Ngân hàng Nhà nước Việt Nam ban h"
77,FAIL,target document not in closed corpus,69/2025/TT-NHNN,19/2013/TT,SUA_DOI_BO_SUNG," Nam trong lĩnh vực quản lý, giám sát ngân hàng liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính. Chương I SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 19/2013/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ VIỆC MUA, BÁN VÀ XỬ LÝ NỢ XẤU CỦA CÔNG TY QUẢN LÝ TÀI SẢN CỦA CÁC TỔ CHỨC TÍN DỤNG VIỆT NAM Điều 1. Sửa đổi, bổ sung Điều 10 “ Điều 10. Chủ thể, mục đích và ng"
78,FAIL,target document not in closed corpus,69/2025/TT-NHNN,43/2015/TT,SUA_DOI_BO_SUNG,"ước quyết định các nội dung quy định tại điểm đ khoản 1 và khoản 3 Điều 16; khoản 2 Điều 32; khoản 2 Điều 37 Thông tư này.”. Chương II SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 43/2015/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ TỔ CHỨC VÀ HOẠT ĐỘNG CỦA PHÒNG GIAO DỊCH BƯU ĐIỆN TRỰC THUỘC NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN LỘC PHÁT VIỆT NAM Điều 12. Sửa đổi, bổ sung điểm b khoản 3 Điều 10 “b"
79,FAIL,target document not in closed corpus,69/2025/TT-NHNN,53/2018/TT,SUA_DOI_BO_SUNG,"ịch bưu điện hoạt động tại địa điểm mới khi không đáp ứng các quy định tại khoản 2, khoản 4, khoản 5 Điều 8 Thông tư này.”. Chương III SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 53/2018/TT- NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ MẠNG LƯỚI HOẠT ĐỘNG CỦA TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG Điều 15. Bãi bỏ điểm đ khoản 1 Điều 6 Điều 16. Sửa đổi, bổ sung Điều 7 “Điều 7. Điều kiện thành lập chi "
80,FAIL,target document not in closed corpus,69/2025/TT-NHNN,53/2018/TT-NHNN,SUA_DOI_BO_SUNG,"ổ chức tín dụng phi ngân hàng duy trì giá trị thực của vốn điều lệ tối thiểu bằng mức vốn pháp định.”. Điều 24. Bãi bỏ Điều 24 Điều 25. Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN bằng Phụ lục ban hành kèm theo Thông tư này. Chương IV SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM Q"
81,PASS,,69/2025/TT-NHNN,62/2024/TT-NHNN,SUA_DOI_BO_SUNG," tư 53/2018/TT-NHNN Thay thế Phụ lục ban hành kèm theo Thông tư 53/2018/TT-NHNN bằng Phụ lục ban hành kèm theo Thông tư này. Chương IV SỬA ĐỔI, BỔ SUNG MỘT SỐ ĐIỀU CỦA THÔNG TƯ SỐ 62/2024/TT-NHNN CỦA THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC VIỆT NAM QUY ĐỊNH VỀ ĐIỀU KIỆN, HỒ SƠ, THỦ TỤC CHẤP THUẬN VIỆC TỔ CHỨC LẠI NGÂN HÀNG THƯƠNG MẠI, TỔ CHỨC TÍN DỤNG PHI NGÂN HÀNG Điều 26. Bổ sung khoản 9 Điều 3 “9. Đơn vị đầu mối xử lý h"
82,FAIL,target document not in closed corpus,69/2025/TT-NHNN,14/2015/TT-NHNN,SUA_DOI_BO_SUNG,"có hiệu lực thi hành từ ngày 15 tháng 02 năm 2026 2. Kể từ ngày thông tư này có hiệu lực thi hành, các quy định sau đây hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam; b) Khoản 6 Đ"
83,FAIL,target document not in closed corpus,69/2025/TT-NHNN,19/2013/TT-NHNN,SUA_DOI_BO_SUNG,"gày thông tư này có hiệu lực thi hành, các quy định sau đây hết hiệu lực thi hành: a) Khoản 8, khoản 14 Điều 1 Thông tư 14/2015/TT-NHNN sửa đổi bổ sung một số điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam; b) Khoản 6 Điều 1; cụm từ “các khoản 2, 3, 4 Điều 10” tại khoản 1 Điều 2"
84,FAIL,target document not in closed corpus,69/2025/TT-NHNN,03/2024/TT-NHNN,SUA_DOI_BO_SUNG," tín dụng Việt Nam; b) Khoản 6 Điều 1; cụm từ “các khoản 2, 3, 4 Điều 10” tại khoản 1 Điều 2; cụm từ ""khoản 2 Điều 12"", cụm từ ""các khoản 5, 6 Điều 13"" tại khoản 2 Điều 2 Thông tư 03/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số Điều của Thông tư số 19/2013/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của "
85,FAIL,target document not in closed corpus,69/2025/TT-NHNN,27/2022/TT-NHNN,SUA_DOI_BO_SUNG,"m quy định về việc mua, bán và xử lý nợ xấu của Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam; c) Cụm từ “điểm b khoản 3 Điều 10” tại điểm c khoản 5 Điều 1 Thông tư số 27/2022/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về phân cấp giải quyết thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng; d) Khoản 7, khoản 9, khoản 14, "
86,FAIL,target document not in closed corpus,69/2025/TT-NHNN,30/2024/TT-NHNN,SUA_DOI_BO_SUNG,"của các Thông tư quy định về phân cấp giải quyết thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng; d) Khoản 7, khoản 9, khoản 14, điểm c khoản 15 Điều 1 Thông tư 30/2024/TT-NHNN của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định về hồ sơ, thủ tục chấp thuận những thay đổi và mạng lưới hoạt động của tổ chức tín dụng phi ngân hàng. Điều 39. Trách nhiệ"
87,FAIL,target document not in closed corpus,62/2025/TT-NHNN,26/2025/NĐ-CP,SUA_DOI_BO_SUNG,"vi mô Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12; Căn cứ Luật Các tổ chức tín dụng số 32/2024/QH15 được sửa đổi, bổ sung bởi Luật số 96/2025/QH15; Căn cứ Nghị định số 26/2025/NĐ-CP của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng; Thống đốc Ngân hàng Nhà nước Việt Nam ban h"
88,PASS,,62/2025/TT-NHNN,44/2011/TT-NHNN,THAY_THE_BOI," kiểm toán nội bộ được giao. Chương V ĐIỀU KHOẢN THI HÀNH Điều 56. Điều khoản thi hành 1. Thông tư này có hiệu lực từ ngày 01 tháng 01 năm 2027. 2. Thông tư này bãi bỏ Thông tư số 44/2011/TT-NHNN ngày 29 tháng 12 năm 2011 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. Điều 57. Trách nhiệm tổ chức thực hiện "
89,FAIL,target document not in closed corpus,44/2011/TT-NHNN,96/2008/NĐ-CP,THAM_CHIEU,"ài Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức t"
90,FAIL,target document not in closed corpus,44/2011/TT-NHNN,36/2006/QĐ-NHNN,THAM_CHIEU," định của Luật Các tổ chức tín dụng và quy định tại Thông tư này. Điều 39. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 12 tháng 02 năm 2012. 2. Quyết định số 36/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quyết định số 37/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm toá"
